Label,Source,Sentence,
Carbon Emissions,2021-Coca Cola-ESG,This process enabled us to identify a refined set of climate-related risks and opportunities—including both physical and transition impacts—in a range of possible futures.,
Carbon Emissions,2021-Coca Cola-ESG,This will be a critical tool for strategic planning and implementing resilience plans.,
Carbon Emissions,2021-Coca Cola-ESG,We will further analyze the risks and opportunities identified to ensure we have appropriate risk-management strategies in place.,
Carbon Emissions,2021-Coca Cola-ESG,We will disclose details in our forthcoming CDP Climate Change response.,
Carbon Emissions,2021-Coca Cola-ESG,Physical Scenario: IPCC AR6 SSP5-8.5 “Fossil-fueled Development” and Transition Scenario: IEA World Energy Outlook “Current Policies Scenario,
Carbon Emissions,2021-Coca Cola-ESG,Physical Scenario: SSP2-4.5 “Middle of the Road” and Transition Scenario: IEA World Energy Outlook “Stated Policies Scenario.”,
Carbon Emissions,2021-Coca Cola-ESG,Physical Scenario: SSP1-2.6 “Sustainable” and Transition Scenario: IEA World Energy Outlook “Sustainable Development Scenario.”,
Carbon Emissions,2021-Coca Cola-ESG,"We have established a cross-functional and crosscompany Enterprise Risk Management process and Risk Steering Committee to oversee regular system-wide risk assessments, and we work to integrate climate risk planning into this process.",
Carbon Emissions,2021-Coca Cola-ESG,"Relevant risks that could materially affect our business, including our financial results, are disclosed in the Annual Report on Form 10-K.",
Carbon Emissions,2021-Coca Cola-ESG,"These include risks relating to climate change, such as physical risks from changes in weather patterns around the globe and an increase in the frequency and severity of natural disasters which may limit the availability or increase the cost of key agricultural commodities.",
Carbon Emissions,2021-Coca Cola-ESG,"Climate change may also exacerbate water scarcity and cause a further deterioration of water quality in affected regions, which could limit water availability for the Coca-Cola system’s bottling operations.",
Carbon Emissions,2021-Coca Cola-ESG,"Increasing concern over climate change also may result in additional legal or regulatory requirements, among others.",
Carbon Emissions,2021-Coca Cola-ESG,"Achieving our science-based target means looking at our full value chain, including bottling partners and suppliers.",
Carbon Emissions,2021-Coca Cola-ESG,"Our target to reduce absolute scope 1, 2 and 3 GHG emissions by 25% by 2030 includes system partners within our scope 1 and 2 boundary",
Carbon Emissions,2021-Coca Cola-ESG,Following are examples of how we are integrating our climate initiatives across our value chain and in collaboration with system partners.,
Carbon Emissions,2021-Coca Cola-ESG,"Many of our agricultural suppliers report annually on their performance and progress in reducing emissions, which constitute 20-25% of our total value chain emissions, and on plans to achieve further reductions.",
Carbon Emissions,2021-Coca Cola-ESG,"Our Principles for Sustainable Agriculture (PSA) include maximizing energy efficiency and use of renewable energy, employing responsible forest management practices that protect biodiversity and restore degraded ecosystems, and maintaining or improving soils by preventing degradation—all of which are important in mitigating climate impacts.",
Carbon Emissions,2021-Coca Cola-ESG,"To find out more, see Sustainable Agriculture.",
Carbon Emissions,2021-Coca Cola-ESG,"Because packaging accounts for almost one-third of our overall carbon footprint, virtually everything we do toward our World Without Waste initiative also helps to achieve our science-based target.",
Carbon Emissions,2021-Coca Cola-ESG,"This strategy includes more plant-based packaging that requires less petroleum-based virgin plastic; lightweighting our packaging; using more reusable packaging (both traditional refillables as well as fountain and Coca-Cola Freestyle dispensed solutions), using more recycled material; and recycling more bottles and cans.",
Carbon Emissions,2021-Coca Cola-ESG,"For more about our packaging efforts, see World Without Waste",
Carbon Emissions,2021-Coca Cola-ESG,Approximately 10-15% of our emissions come from manufacturing.,
Carbon Emissions,2021-Coca Cola-ESG,Renewable energy use as a percentage of total electricity for the system was 12% in 2021.,
Carbon Emissions,2021-Coca Cola-ESG,"In February 2022, we released a Renewable Energy Implementation Guidebook, a step-by-step guide for companyowned facilities and bottling partners to build knowledge and increase facilities’ generation and procurement of renewable energy.",
Carbon Emissions,2021-Coca Cola-ESG,We also conducted analyses of renewable energy opportunities in six countries where implementation is more complex to support our teams in identifying renewable energy procurement options.,
Carbon Emissions,2021-Coca Cola-ESG,"In 2022, we will continue to support operating units and bottling partners to further scale their use of renewable energy",
Carbon Emissions,2021-Coca Cola-ESG,"In 2021, we also re-joined the Clean Energy Buyers Association (formerly known as the Renewable Energy Buyers Alliance) and are leveraging their resources and networks as we scale up our use of renewable energy",
Carbon Emissions,2021-Coca Cola-ESG,Cold drink equipment and dispensing accounts for approximately one-third of our emissions.,
Carbon Emissions,2021-Coca Cola-ESG,"We are working to place more hydrofluorocarbon (HFC)-free coolers, replace older equipment with newer and more energy efficient coolers, as well as place more “intelligent connected” coolers that transmit data such as product throughput, maintenance status, temperature and energy use, which can improve our placement and management of coolers while reducing emissions.",
Carbon Emissions,2021-Coca Cola-ESG,"Due to an improvement in our data collection process and rigorous assessment of renewable energy claims throughout the system, this resulted in a drop in renewable energy use as a percentage of total electricity for the system from 17% to 12%.",
Carbon Emissions,2021-Coca Cola-ESG,"Coca-Cola Europacific Partners completed Phase 1 of a three-phase solar development project at their facility in Wakefield, UK, the largest soft drinks plant in Europe.",
Carbon Emissions,2021-Coca Cola-ESG,"The early results are promising, already saving £340,000 in 2021 with installation of an 8.2 megawatt solar system that accounts for almost 20% of the facility’s electricity consumption.",
Carbon Emissions,2021-Coca Cola-ESG,"By the completion of Phase 3, we expect that the project will generate an additional 30 megawatts in solar energy and include up to 40 megawatts of battery storage capacity, ultimately transitioning the facility to be carbon neutral by 2050.",
Carbon Emissions,2021-Coca Cola-ESG,"Because approximately 85% of our total carbon emissions come from things we buy, and not what we do in our direct operations, engaging with suppliers is critical to achieving our science-based target",
Carbon Emissions,2021-Coca Cola-ESG,Our recent efforts include:,
Carbon Emissions,2021-Coca Cola-ESG,"Each year we encourage key suppliers to disclose to CDP’s supply chain Climate Change questionnaire, which provides us with useful data on the GHG emissions in our supply chain and information on supplier targets and initiatives to reduce their emissions.",
Carbon Emissions,2021-Coca Cola-ESG,"In 2021, we requested 442 suppliers (up from 149 in 2020) to disclose, and 75% of these suppliers responded.",
Carbon Emissions,2021-Coca Cola-ESG,We are proud to have been recognized by CDP as a 2021 Supplier Engagement leader for the third year in a row.,
Carbon Emissions,2021-Coca Cola-ESG,This is an acknowledgement of our efforts to measure and reduce climate risks within our supply chain.,
Carbon Emissions,2021-Coca Cola-ESG,We join the top 8% of companies who disclosed to CDP's full Climate Change questionnaire.,
Carbon Emissions,2021-Coca Cola-ESG,We have piloted a questionnaire with 12 of our major suppliers across ingredients and packaging to begin moving toward supplier-specific emissions factors for the commodities we procure.,
Carbon Emissions,2021-Coca Cola-ESG,This allows us to better understand our supply chain and more accurately track the emissions reductions of specific suppliers in key areas of our supply chain.,
Carbon Emissions,2021-Coca Cola-ESG,"In 2022, we joined the Supplier Leadership on Climate Transition initiative along with Atlantic Packaging, The Estée Lauder Companies, General Mills, PepsiCo, Nestlé, Keurig Dr Pepper, Restaurant Brands International, Mars Incorporated, McCormick & Company, Mondelēz International, and Yum! Brands to mobilize collective climate action by providing suppliers with resources, tools and knowledge to support their climate journey.",
Carbon Emissions,2021-Coca Cola-ESG,"We are witnessing the impacts of changing weather patterns, which is why investing in the resilience of our supply chain and the communities where we operate is critical to our long-term success.",
Carbon Emissions,2021-Coca Cola-ESG,"Our work on resilience helps ensure we can withstand, recover from and adapt to the shocks and stressors of a changing climate.",
Carbon Emissions,2021-Coca Cola-ESG,Many of our climate resilience efforts relate to our ingredient supply chain and water stewardship.,
Carbon Emissions,2021-Coca Cola-ESG,"For more information, see our Sustainable Agriculture and Water sections, as well as our featured story about resilience in action",
Carbon Emissions,2021-Coca Cola-ESG,We are also sharing the outputs of our work on climate resilience with peer companies.,
Carbon Emissions,2021-Coca Cola-ESG,"As founding members of the BSR Climate Risk to Resilience platform, we helped shape the development of resilience metrics and risk planning tools as well as the report Rising to Resilience (produced in collaboration with WWF and published in November 2020).",
Carbon Emissions,2021-Coca Cola-ESG,This report provides practical application for businesses on how to integrate climate resilience into their water stewardship strategies.,
Carbon Emissions,2021-Coca Cola-ESG,Accurately measuring our impact and tracking reductions is essential to achieving our climate goal.,
Carbon Emissions,2021-Coca Cola-ESG,We’ve recently implemented a new data system for collecting sustainability metrics and continually work toward ensuring that our practices are industry-leading.,
Carbon Emissions,2021-Coca Cola-ESG,"In 2021, we took significant steps to help facilitate complete and accurate progress reporting against our science-based target.",
Carbon Emissions,2021-Coca Cola-ESG,We updated our GHG emissions accounting methodology for the Coca-Cola system aligned with the GHG Protocol and undertook an assessment to evaluate and expand the emissions sources included within our reporting boundary to align with requirements of the Science-Based Targets initiative (SBTi).,
Carbon Emissions,2021-Coca Cola-ESG,"In 2022, we plan to track our target progress in real-time across the system, putting us in a strong position to publicly report on progress against our target next year.",
Carbon Emissions,2021-Coca Cola-ESG,"Across our system, many of our bottling and supplier partners have set their own science-based targets or have goals for net zero carbon emissions by 2050 or sooner.",
Carbon Emissions,2021-Coca Cola-ESG,"In December 2021, the Coca-Cola system in Europe announced a goal to reach net zero by 2040 across all European markets, covering the entire European value chain, building on net zero and science-based targets set by The Coca-Cola Company’s two leading bottling partners in Europe, Coca-Cola Europacific Partners and Coca-Cola HBC.",
Carbon Emissions,2021-Coca Cola-ESG,This effort seeks a reduction of 2.5 million tons of CO2 equivalent annually in Europe by 2030 compared to 2015—a reduction of 30%.,
Carbon Emissions,2021-Coca Cola-ESG,"Complementing these net zero commitments, several of our other bottling partners have also announced their own science-based targets, including Swire Coca-Cola Limited (Asia) and Coca-Cola FEMSA (Mexico).",
Carbon Emissions,2021-Coca Cola-ESG,Additional details on Coca-Cola system emissions can be found in the Data Appendix.,
Carbon Emissions,2021-Coca Cola-ESG,"As part of its ongoing commitment to reducing its carbon footprint, the fairlife facility in Coopersville, Michigan, partnered in 2021 with Generate, a company that builds, finances, owns and operates sustainable infrastructure such as energy, mobility and waste assets.",
Carbon Emissions,2021-Coca Cola-ESG,"In the partnership, fairlife sends the liquid waste and organic matter waste produced during manufacturing at the facility to Generate’s anaerobic digester about 30 miles away in Fremont.",
Carbon Emissions,2021-Coca Cola-ESG,"The waste is broken down in the digester, and the resulting biogas that is produced is used to generate electricity.",
Carbon Emissions,2021-Coca Cola-ESG,"While there are CO2 emissions associated with this approach, the net GHG emissions are much lower than if the organic waste had been sent to landfill where it would contribute to methane emissions, which have a warming potential 28-34 times that of CO2",
Carbon Emissions,2021-Coca Cola-ESG,"Between November 2021 and February 2022, the Coopersville plant has diverted 753 tons of organic waste, preventing the release of 461 tons of greenhouse gases.",
Carbon Emissions,2021-Coca Cola-ESG,"This has produced over 1 million kWh of electricity and more than 175,000 gallons of organic fertilizer.",
Carbon Emissions,2021-Tencent-ESG,"As climate change has already caused significant damages and irreversible consequences to our terrestrial, freshwater, coastal, and oceanic marine ecosystems, taking steps to mitigate and adapt to climate change has become a front-of-mind issue.",
Carbon Emissions,2021-Tencent-ESG,"Tencent has actively responded to the Paris Agreement's 1.5° C goal and China's ""3060"" goal, and is among the first Internet companies in China to announce our commitment to carbon neutrality.",
Carbon Emissions,2021-Tencent-ESG,"We address physical risks posed by climate change during the site selection, design, and operations of our data centres.",
Carbon Emissions,2021-Tencent-ESG,"Before selecting a site, we consider and assess the impacts of extreme weather, such as typhoons, rainstorms, floods, and high temperatures at the location.",
Carbon Emissions,2021-Tencent-ESG,Our data centres are designed in strict compliance with the local requirements for discharging stormwater and pollutants as well as the design criteria of wind and rainfall.,
Carbon Emissions,2021-Tencent-ESG,"In case of a sudden climate event at our operations, an emergency response steering team, with clearly defined tasks and responsibilities, will be dispatched to respond and evaluate the situation.",
Carbon Emissions,2021-Tencent-ESG,Tencent has incorporated the climate-related risks into its overall risk assessment and management system to better cope with climate change and strengthen the climate governance structure.,
Carbon Emissions,2021-Tencent-ESG,We have also identified climate-related risks based on the Task Force on ClimateRelated Financial Disclosures (TCFD) recommendations to develop a sound climate risk prevention strategy that is fully aligned with the global climate action.,
Carbon Emissions,2021-Tencent-ESG,Climate-related risks and issues of the Company are considered and monitored by the Board via the Corporate Governance Committee.,
Carbon Emissions,2021-Tencent-ESG,Climate change is regarded as a specific issue for revision and discussion.,
Carbon Emissions,2021-Tencent-ESG,"During the reporting period, the Corporate Governance Committee has reviewed the Company's carbon footprint, net-zero goals, and decarbonisation pathways.",
Carbon Emissions,2021-Tencent-ESG,We acknowledge that climate change brings physical and transition risks and opportunities to our business.,
Carbon Emissions,2021-Tencent-ESG,"Our physical risks primarily result from acute and chronic risks caused by climate change, while transition risks mainly come from the market and policy changes that arise during the transition to a low-carbon economy.",
Carbon Emissions,2021-Tencent-ESG,Reputational risks are linked to the potential failure in fulfilling our commitment to developing into a lowcarbon business.,
Carbon Emissions,2021-Tencent-ESG,"On the other hand, climate change would also provide us with the opportunity to improve our energy efficiency and develop lowcarbon technologies and climate-resilient products and services.",
Carbon Emissions,2021-Tencent-ESG,"In terms of physical risks, acute climate events caused by climate change, such as frequent typhoon weather and rainstorms, may affect our operational continuity.",
Carbon Emissions,2021-Tencent-ESG,"On the other hand, chronic risks, such as high temperatures and droughts may increase energy consumption and operating costs for our offices and data centres. Rising sea or water levels may lead to loss of assets in certain regions.",
Carbon Emissions,2021-Tencent-ESG,We have considered the impact of regional climate when allocating assets and have formulated emergency measures for acute climate events to avoid and reduce operational impacts or asset losses.,
Carbon Emissions,2021-Tencent-ESG,There are transition risks as well.,
Carbon Emissions,2021-Tencent-ESG,"In the context of accelerating the transition to a low-carbon economy, if we fail to effectively control or reduce the carbon emissions generated from our operations and provide low-carbon services and products, it may result in reputational damage, loss of users, or market share reduction.",
Carbon Emissions,2021-Tencent-ESG,"Our carbon neutrality initiative follows the principle of ""prioritising the use of active emissions reduction measures while keeping the use of carbon offsets to a minimum"".",
Carbon Emissions,2021-Tencent-ESG,"In addition to achieving our carbon neutrality goal, we aim to play a leading role in the transition towards a low-carbon society by (i) fostering open innovation and knowledge sharing and (ii) leveraging the reach and influence of our platforms and products.",
Carbon Emissions,2021-Tencent-ESG,We believe that climate change has also brought various opportunities to Tencent.,
Carbon Emissions,2021-Tencent-ESG,"By improving the efficiencies of energy consumption and water use at our office buildings and data centres, we could optimise operating costs and minimise sensitivity to changes in carbon trading prices.",
Carbon Emissions,2021-Tencent-ESG,"We provide various products and services, including Tencent Cloud, WeCom, and Tencent Meeting to help our users reduce their carbon footprint and accelerate their digital transformation.",
Carbon Emissions,2021-Tencent-ESG,"We have integrated ESG risks into the Company's overall risk assessment and management system, including risks related to climate change.",
Carbon Emissions,2021-Tencent-ESG,"As part of our climate risk assessment, we consider the probability and the relative impact of the risks on our Company.",
Carbon Emissions,2021-Tencent-ESG,"In 2021, the Board and senior management evaluated the relative impacts of the climate-related risk factors, including acute physical risk, chronic physical risk, policy & legal risk, technology risk, market risk, and reputational risk on the business, and provided mitigation and adaptation responses.",
Carbon Emissions,2021-Tencent-ESG,"For acute physical risks, we have taken extreme weather events, such as rainstorms, typhoons and high temperatures into consideration during our site selection, construction, and operations of our data centres.",
Carbon Emissions,2021-Tencent-ESG,We have also drafted corresponding mitigation and adaptation measures to address the potential impacts of these events.,
Carbon Emissions,2021-Tencent-ESG,"We pledge to reach carbon neutrality across our operations and supply chains by 2030, and to switch our electricity supply to 100% green power or renewable energy where feasible.",
Carbon Emissions,2021-Tencent-ESG,We have signed on the ScienceBased Targets initiative (SBTi) and will work to refine targets for our decarbonisation pathways in the following months.,
Carbon Emissions,2021-Tencent-ESG,Tencent is committed to providing green computing power.,
Carbon Emissions,2021-Tencent-ESG,We strive to improve the energy use efficiency of data centres and continuously increase the proportion of renewable energy use.,
Carbon Emissions,2021-Tencent-ESG,"Tencent has made a concerted effort to conserve energy throughout the process of data centre site selection, design and technologies, operation and maintenance (O&M), and resource recycling.",
Carbon Emissions,2021-Tencent-ESG,Tencent has been actively exploring green power trading while leveraging technological capabilities.,
Carbon Emissions,2021-Tencent-ESG,"In 2021, Tencent's Huailai Dongyuan and Yizheng Dongsheng Data Centres were rated as 2021 National Green Data Centres.",
Carbon Emissions,2021-Tencent-ESG,All Tencent's data centres have completed environmental impact assessments and obtained relevant approvals or filings in accordance with the Law of the People's Republic of China on Environmental Impact Appraisal.,
Carbon Emissions,2021-Tencent-ESG,"Tencent's Tianjin Data Centre Building No.4 passed the LEED O+M: DC Platinum Level certification, making it the first data centre in China to receive this certification.",
Carbon Emissions,2021-Tencent-ESG,"Tencent considers a variety of factors in the site selection phase, including the amount of local new energy resources, external power resources, network infrastructures such as internal and external network connection and communication, business needs, and climate conditions.",
Carbon Emissions,2021-Tencent-ESG,"Most importantly, we prioritise areas with abundant green energy resources, such as wind/solar energy (Hebei Huailai) and hydropower (Qingyuan, Chongqing, Gui'an).",
Carbon Emissions,2021-Tencent-ESG,"For example, Tencent Gui'an Seven Star Data centre is built in a cave to take full advantage of naturally cool temperature to reduce the energy use of air conditioning.",
Carbon Emissions,2021-DOW-ESG,"By 2030, Dow will reduce its net annual carbon emissions by 5 million metric tons.",
Carbon Emissions,2021-DOW-ESG,"This represents a 15% reduction from Dow’s 2020 baseline, and a 30% reduction from the 2005 baseline. By 2050, Dow intends to be carbon neutral (Scopes 1 + 2 + 3 plus product benefits).",
Net Zero Commitment(p.50),2021-Citi-ESG,"Citi has a history of prioritizing healthy buildings, along with two decades of measuring and reducing our environmental footprint.",
Net Zero Commitment(p.50),2021-Citi-ESG,"We are well-positioned to meet the dual challenges of climate change and COVID-19 head on, as we enable sustainable operations and healthy facilities for our customers and employees.",
Net Zero Commitment(p.50),2021-Citi-ESG,Citi’s commitment to achieve net zero GHG emissions by 2050 includes both our financing and our own operations.,
Net Zero Commitment(p.50),2021-Citi-ESG,"For our operations, we are targeting net zero emissions by 2030.",
Net Zero Commitment(p.50),2021-Citi-ESG,"This includes GHG emissions related to our owned and leased facilities, employee commuting and business travel, and emissions associated with our supply chain.",
Net Zero Commitment(p.50),2021-Citi-ESG,"During 2021, we undertook a discovery and planning process to develop a strategy for reaching this commitment.",
Net Zero Commitment(p.50),2021-Citi-ESG,"This included broad engagement with employees from our Enterprise Operations & Technology group, and analysis to help us define the boundaries of the commitment, understand the potential challenges, and identify short-, medium- and long-term priorities to help us reach our goal.",
Net Zero Commitment(p.50),2021-Citi-ESG,"With the announcement of our commitment to net zero GHG emissions, we broadened our engagement with employees across Citi, including those working in the areas of real estate, technology, supply chain, shared services, travel and facility operations.",
Net Zero Commitment(p.50),2021-Citi-ESG,"Our goal was to increase understanding and capabilities across our organization, while also gaining greater insight into the full scope of our GHG emissions.",
Net Zero Commitment(p.50),2021-Citi-ESG,Employees in these groups helped evaluate their own processes to identify and map GHG emissions throughout Citi.,
Net Zero Commitment(p.50),2021-Citi-ESG,We then engaged a third party to help us quantify those emissions.,
Net Zero Commitment(p.50),2021-Citi-ESG,This engagement has set the stage for collaboration as we drive toward net zero in our operations.,
Net Zero Commitment(p.50),2021-Citi-ESG,"As part of our discovery process, we also expanded our GHG inventory.",
Net Zero Commitment(p.50),2021-Citi-ESG,"We have been tracking Scope 1, Scope 2 and a portion of Scope 3 GHG emissions related to our own operations for many years.",
Net Zero Commitment(p.50),2021-Citi-ESG,"However, this was the first time we included broader Scope 3 emissions related to our supply chain, which is integral to grasping the total impact of our operations.",
Net Zero Commitment(p.50),2021-Citi-ESG,"Due to limitations in data availability and quality, we used spend data and industry emissions factors from the US Environmentally-Extended Input-Output Models as the basis for our GHG inventory.",
Net Zero Commitment(p.50),2021-Citi-ESG,"While this approach has its limitations, the insights we have gleaned from this analysis are nonetheless helping us identify priority areas that warrant additional investigation and suppliers we can meaningfully engage with to create the greatest impact.",
Net Zero Commitment(p.50),2021-Citi-ESG,"As supplier-specific data becomes available and methodologies improve, we will recalculate our supply chain emissions.",
Net Zero Commitment(p.50),2021-Citi-ESG,The GHG inventory is available in our 2021 Task Force on Climate-related Financial Disclosures (TCFD) report.,
Net Zero Commitment(p.50),2021-Citi-ESG,We are keenly aware that a balanced approach will be needed to drive emissions reductions for our operations.,
Net Zero Commitment(p.50),2021-Citi-ESG,"This might include a reduction in our consumption of supplier goods and services, while also engaging with suppliers to drive process improvements and innovations.",
Net Zero Commitment(p.50),2021-Citi-ESG,"We are also working toward our 2025 operational footprint goals (see following page), which aim to reduce GHG emissions and energy consumption for our operations.",
Net Zero Commitment(p.50),2021-Citi-ESG,"In addition, we are piloting zero-carbon building requirements for all new Citi buildings, targeting emissions from operations as well as embodied emissions in the materials used to construct the buildings.",
Net Zero Commitment(p.50),2021-Citi-ESG,"See the Climate Risk and Net Zero section for an overview of our commitment to net zero GHG emissions, including as it relates to our financing.",
Carbon Emissions,2021-Trane Technologies-ESG,"Based on our calculations and climate science research, approximately 15% of global annual GHG emissions relate to heating and cooling buildings and homes, and nearly another 10% comes from food lost in transport or never consumed.",
Carbon Emissions,2021-Trane Technologies-ESG,The rising concentration of GHGs in our atmosphere is warming the planet at an alarming rate and increasing risks of natural disasters that threaten human life and well-being.,
Carbon Emissions,2021-Trane Technologies-ESG,"As a global climate innovator, Trane Technologies is uniquely positioned to lead a movement to tackle climate change and empower our customers to decarbonize.",
Carbon Emissions,2021-Trane Technologies-ESG,And that’s just what we’re doing.,
Carbon Emissions,2021-Trane Technologies-ESG,We are reducing one gigaton — one billion metric tons — of carbon emissions (CO2e) from our customers’ footprint by 2030.,
Carbon Emissions,2021-Trane Technologies-ESG,"This reduction equates to the annual emissions of Italy, France, and the U.K. combined.",
Carbon Emissions,2021-Trane Technologies-ESG,"We work toward a sustainable future by reducing GHG emissions in our worldwide operations, transportation fleets, and product manufacturing processes.",
Carbon Emissions,2021-Trane Technologies-ESG,We continually improve our reduction strategies to achieve our science-based targets to reduce our absolute Scope 1 and 2 GHG emissions by 50% by 2030 from a 2019 baseline and reduce our Scope 3 GHG product use intensity metric of emissions per cooling ton by 55% over the same timeframe.,
Carbon Emissions,2021-Trane Technologies-ESG,"Our Vice President of Center for Energy Efficiency & Sustainability (CEES) oversees our emission reduction strategy and works with key senior leaders to help create annual goals, obtain science-based validation of our reduction targets, and track our progress towards our decarbonization efforts.",
Carbon Emissions,2021-Trane Technologies-ESG,"Our operational emission reduction strategy is lead by the Vice President of Environmental, Health, and Safety who also monitors and reports on all of our internal progress and targets.",
Carbon Emissions,2021-Trane Technologies-ESG,"Our strategic business units and individual operation locations adopt site-specific annual emissions reduction goals and monitor 106,042 mtCO2 e reduced in Scope 1 and 2 market-based emissions from a 2019 baseline 25% reduction in operational Scope 1 and 2 market-based emissions from a 2019 baseline performance using the Benchmark ESG/Gensuite™ platform and customized Tableau GHG Dashboards and reports.",
Carbon Emissions,2021-Trane Technologies-ESG,"Each location enters its monthly energy use and other activity data into the Gensuite™ platform, which calculates monthly emissions using physical properties and emissions factors.",
Carbon Emissions,2021-Trane Technologies-ESG,Trane Technologies follows an annual internal assurance process and conducts an internal audit to confirm the accuracy of our emissions calculations.,
Carbon Emissions,2021-Trane Technologies-ESG,"We then use an independent third party to verify our Scope 1, 2, and 3 GHG emissions data.",
Carbon Emissions,2021-Trane Technologies-ESG,Read our 2021 assurance statement.,
Carbon Emissions,2021-Trane Technologies-ESG,Trane Technologies is investing in emissions reduction strategies across our operations so that we may achieve carbon neutrality in 2030 with minimal verified carbon offsets.,
Carbon Emissions,2021-Trane Technologies-ESG,Read more about our commitment to carbon neutrality.,
Carbon Emissions,2021-Pfizer-ESG,Climate change has the potential to impact public health in a myriad of ways.,
Carbon Emissions,2021-Pfizer-ESG,"As a biopharmaceutical company, Pfizer is uniquely positioned to help address the global health challenges resulting from climate change.",
Carbon Emissions,2021-Pfizer-ESG,"We’re applying the power of science and engineering to contribute to solutions to these challenges and innovating to bring products to the market that may tackle health conditions linked to climate, such as treatments for various vector and waterborne diseases.",
Carbon Emissions,2021-Pfizer-ESG,Pfizer is dedicated to becoming carbon neutral across our internal operations by 2030.,
Carbon Emissions,2021-Pfizer-ESG,"Through our fourth-generation greenhouse gas (GHG) emission reduction targets, approved by the Science Based Targets initiative (SBTi) in February 2021 as aligned with a 1.5⁰C trajectory, we are committed to:",
Carbon Emissions,2021-Pfizer-ESG,"Our manufacturing and R&D sites have longterm environmental sustainability masterplans to reduce impact, including actions ranging in scale and complexity.",
Carbon Emissions,2021-Pfizer-ESG,"We seek opportunities to design new facility or renovation projects with reduced environmental impact (such as energy consumption, water usage and waste management) so we can deliver greener buildings.",
Carbon Emissions,2021-Pfizer-ESG,"For example, we aim to replace equipment at end-of-life with energy-efficient alternatives.",
Carbon Emissions,2021-Pfizer-ESG,We invest in no/low carbon technologies at our sites and in contractual agreements that enable sourcing of clean energy from renewable sources.,
Carbon Emissions,2021-Pfizer-ESG,We also undertake process enhancements within our product manufacturing to reduce the number of steps and resources required.,
Carbon Emissions,2021-Pfizer-ESG,"In October 2021, Pfizer entered into a virtual power purchase agreement (PPA) with Vesper Energy (Vesper).",
Carbon Emissions,2021-Pfizer-ESG,"Under this 15-year agreement, Vesper will deliver 310 megawatts (MW) of renewable energy to the grid from the Hornet Solar project in west Texas beginning in 2023.",
Carbon Emissions,2021-Pfizer-ESG,"Once operational, we expect Pfizer’s North American purchased electricity needs, which comprise approximately 50% of electricity use globally, will effectively be met through solar energy.",
Carbon Emissions,2021-Pfizer-ESG,"In 2021, Pfizer was recognized as CDP Supplier Engagement Leader for the fourth consecutive year for our work to measure and reduce environmental risks in our supply chain.",
Carbon Emissions,2021-Pfizer-ESG,"We are currently working to establish a virtual PPA in Europe, which represents approximately 16% of our global electricity footprint, and aim to secure renewable energy certificates to address the remainder of our purchased electricity by 2025.",
Carbon Emissions,2021-Pfizer-ESG,"As outlined by our goals and demonstrated through our commitment to RE100, we expect electricity generated by our operations will be transitioned to renewable sources by 2030.",
Carbon Emissions,2021-Pfizer-ESG,We plan to address any residual emissions through high-quality and verifiable offsets.,
Carbon Emissions,2021-Pfizer-ESG,Pfizer’s scope 3 (value chain) GHG footprint is more than four times that associated with the company’s direct operations.,
Carbon Emissions,2021-Pfizer-ESG,We recognize action is needed throughout our value chain to address the complex threat of climate change.,
Carbon Emissions,2021-Pfizer-ESG,"The procurement of goods and services, essential to producing medicines and vaccines, is the most significant contributor to our scope 3 emissions.",
Carbon Emissions,2021-Pfizer-ESG,We are asking our suppliers to establish their GHG baseline no later than the end of 2022 and to set reduction targets aligned with SBTi guidance for their scope 1 and 2 GHG emissions by the end of 2025.,
Carbon Emissions,2021-Pfizer-ESG,"Therefore, we are urging all our suppliers to commit to ambitious, science-based GHG reduction targets and have integrated environmental criteria in our supplier sourcing, contracting, and performance management processes.",
Carbon Emissions,2021-Pfizer-ESG,"In 2021, Pfizer was recognized as a CDP Supplier Engagement Leader for the fourth consecutive year for our work to measure and reduce environmental risks in our supply chain.",
Carbon Emissions,2021-Pfizer-ESG,"Pfizer is proud to be part of Energize, a first-of-its-kind collaboration launched in November 2021 between 10 global pharmaceutical companies to engage suppliers in decarbonization of the pharmaceutical value chain through renewable energy procurement.",
Carbon Emissions,2021-Pfizer-ESG,"The program, which is designed and delivered by Schneider Electric, will enable pharmaceutical suppliers to learn more about renewable energy adoption and contracting.",
Carbon Emissions,2021-Pfizer-ESG,This will offer suppliers—which may not otherwise have the internal resources or expertise available—the opportunity to participate in the market for PPAs.,
Carbon Emissions,2021-Pfizer-ESG,"Voluntary measures, such as those being taken by Pfizer and many other companies around the world, often offer the greatest opportunity for companies to design innovative solutions that work best for their particular situation, product range, and investment timelines.",
Carbon Emissions,2021-Pfizer-ESG,"Tackling climate change, however, will require action from all parties across all sectors, and Pfizer urges governments both in the U.S. and abroad to establish ambitious climate policies to stabilize global temperature rise at 1.5 degrees.",
Carbon Emissions,2021-Pfizer-ESG,"For additional information on Pfizer’s climate action program, please see our:",
Carbon Emissions,2021-Pfizer-ESG,Understanding How Climate Change Could Impact Our Business,
Carbon Emissions,2021-Pfizer-ESG,We are committed to transparency in evaluating the risks and opportunities that climate change may present to our business.,
