Label,Source,Sentence,We strive to find products in a responsible manner while working with suppliers to improve their social and environmental practices.
Community Relations,2021-jpmorgan-ESG,"Yet for many U.S. households, especially Black, Hispanic and Latino households, an affordable housing crisis has put this access increasingly out of reach.",
Community Relations,2021-jpmorgan-ESG,"For example, 43% of Black and 40% of Hispanic households spent more than 30% of their incomes on housing as of 2019, compared with 25% of White households.30",
Community Relations,2021-jpmorgan-ESG,"Through lending, equity investments and philanthropic capital; community partnerships, and data and policy insights, JPMorgan Chase is helping to build stronger communities, with a concerted focus on housing.",
Community Relations,2021-jpmorgan-ESG,"Financing the creation and preservation of affordable rental housing, and expanding access to homeownership, is also a core focus of our $30 billion Racial Equity Commitment (see page 21), because we know that the lack of affordable housing and rising costs of homeownership have been leading drivers of the racial wealth gap across the U.S.",
Community Relations,2021-jpmorgan-ESG,"The Firm works to advance affordable housing solutions, bringing our industry expertise, a comprehensive set of financial tools and a strategy of combining our business and philanthropic efforts to create greater impact.",
Community Relations,2021-jpmorgan-ESG,"As part our Racial Equity Commitment announced in October 2020, we pledged to expand on these efforts by financing the creation and preservation of 100,000 affordable rental units over five years through $14 billion in new loans, equity investments and other efforts.",
Community Relations,2021-jpmorgan-ESG,"To help drive progress toward this goal, we created the Affordable Housing Preservation Program, which incentivizes landlords to keep rental units in their buildings at an affordable level.",
Community Relations,2021-jpmorgan-ESG,"Thanks to these and other efforts, between October 2020 and December 2021, our Firm approved funding for approximately $13 billion in loans to help preserve more than 100,000 affordable housing and rental housing units across the U.S., and increased our Low-Income Housing Tax Credit investments by $400 million.",
Community Relations,2021-jpmorgan-ESG,Owning a home is critical to building wealth and ensuring financial stability over time.,
Community Relations,2021-jpmorgan-ESG,"Yet, at the end of 2021, the homeownership gap between Black and White households was 31 percentage points – and was 26 percentage points between Hispanic and White households.",
Community Relations,2021-jpmorgan-ESG,"To help address this gap, our Firm is expanding access to affordable homeownership through our home lending products and services, as well as through innovative homebuyer readiness programs and financial education services.",
Community Relations,2021-jpmorgan-ESG,"As part of our Racial Equity Commitment (see page 21), we committed to originate an incremental 40,000 home purchase loans, or $8 billion in mortgages, for Black, Hispanic and Latino families over five years.",
Community Relations,2021-jpmorgan-ESG,"We also committed to refinance an additional 20,000 mortgages, up to $4 billion in loans, to reduce mortgage payments for Black, Hispanic and Latino homeowners.",
Community Relations,2021-jpmorgan-ESG,"To build the foundation to increase homeownership, we established a Community and Affordable Home Lending business.",
Community Relations,2021-jpmorgan-ESG,"As part of this, we expanded our traditional home lending advisor network to include a new role called “Community Home Lending Advisor,” which is designed to be located in minority and low- to moderateincome communities.",
Community Relations,2021-jpmorgan-ESG,These individuals are experts in local housing and down payment assistance programs.,
Community Relations,2021-jpmorgan-ESG,"By the end of 2021, we had hired more than 150 Community Home Lending Advisors nationwide.",
Community Relations,2021-jpmorgan-ESG,We also continue to enhance our home lending products to be more accessible to customers across the full economic spectrum.,
Community Relations,2021-jpmorgan-ESG,"For example, to address two of the biggest barriers to homeownership, we expanded our Homebuyer Grant program to $5,000 to help more customers with closing costs and down payment assistance when buying a home in more than 6,700 majority minority communities nationwide.",
Community Relations,2021-jpmorgan-ESG,"Home Lending continues to make progress in its lending commitments to Black, Hispanic and Latino communities:",
Community Relations,2021-jpmorgan-ESG,"During 2021, helped homeowners by refinancing 19,000 of the 20,000 incremental loans, nearly $5 billion.",
Community Relations,2021-jpmorgan-ESG,"Originated nearly 12,000 home purchase loans for Black, Hispanic and Latino households in 2021, totaling more than $4 billion.",
Community Relations,2021-jpmorgan-ESG,"While the number of units was slightly below 2019 production volume, the Firm continues to pace towards originating an incremental 40,000 by 2025.",
Community Relations,2021-jpmorgan-ESG,"In 2021, we made a five-year, $400 million commitment that includes low-cost loans, equity and grants targeted to nonprofits and other organizations working to improve housing affordability and stability for Black, Hispanic and Latino household",
Community Relations,2021-jpmorgan-ESG,"This includes launching a new initiative with the Urban Institute to identify, test and scale affordable housing solutions to better serve Black, Hispanic and Latino households.",
Community Relations,2021-jpmorgan-ESG,"We are also collaborating with the Center for Community Investment to drive local systems change and promote equitable housing in Chicago, Washington D.C., Los Angeles, Miami, New Orleans and Seattle.",
Community Relations,2021-jpmorgan-ESG,"As part of the $400 million commitment, we approved funding for $20.4 million to eleven nonprofits working to test and scale models to improve household stability and housing affordability.",
Community Relations,2021-jpmorgan-ESG,"To help stabilize households, the organizations are providing eviction prevention support, rental assistance, access to legal services and resources for small landlords.",
Community Relations,2021-jpmorgan-ESG,"To help increase the supply of affordable housing and homeownership, the organizations are advancing single-family housing production, launching specialized mortgage products, and increasing the capacity of community land trusts and other shared financial equity programs.",
Community Relations,2021-jpmorgan-ESG,"In 2021, JPMorgan Chase issued its $1 billion inaugural social bond and allocated an amount equal to the net proceeds of that issuance to finance or refinance the creation, rehabilitation or preservation of 223 affordable housing projects across the United States.",
Community Relations,2021-jpmorgan-ESG,"This inaugural social bond issuance builds on our Firm’s leadership in the sustainable bond market as well as our engagement with diverse suppliers, with the co-managers for the bond offering consisting solely of Minority and WomenOwned Business Enterprise and Service-Disabled Veteran-Owned Business firms.",
Community Relations,2021-jpmorgan-ESG,"The affordable housing projects span 36 states and represent 22,911 affordable housing units.",
Community Relations,2021-jpmorgan-ESG,More information on the use of proceeds and expected impact metrics can be found in our Social Bond Annual Report.,
Community Relations,2021-jpmorgan-ESG,Regulatory and policy changes are needed to both address systemic discrimination in housing and encourage more effective models for boosting access to and supply of affordable homes.,
Community Relations,2021-jpmorgan-ESG,"In 2021, the JPMorgan Chase PolicyCenter released datadriven policy recommendations to improve household stability weakened by the COVID-19 pandemic, including:",
Community Relations,2021-jpmorgan-ESG,"Reduce preventable evictions by establishing eviction diversion programs, enhancing eviction protections, such as right to counsel, that protect tenants from unlawful eviction and helping develop a balanced and predictable eviction process;",
Community Relations,2021-jpmorgan-ESG,Increase housing availability by removing barriers to affordable rental housing production and expanding funding to boost the supply of affordable homes for purchase;,
Community Relations,2021-jpmorgan-ESG,Protect economically vulnerable families from losing their homes in heirs' property partition sales and tax lien sales with due process protections in state property laws; and,
Community Relations,2021-jpmorgan-ESG,Standardize the collection and tracking of state- and local-level eviction data to better inform policy decisions.,
Community Relations,2021-jpmorgan-ESG,Another key policy focus area is working to reform the residential appraisal process to advance fair housing and address housing discrimination.,
Community Relations,2021-jpmorgan-ESG,"JPMorgan Chase is actively engaging with industry partners and regulators to find ways to address gaps in the residential appraisal process, including establishing new anti-bias training requirements for appraisers, allowing equal access to valuation data and techniques, and promoting national standards that will allow for responsible expanded use of Alternative Valuation Methods.",
Community Relations,2021-jpmorgan-ESG,"In addition, in 2021 our Firm donated $3 million to the Appraiser Diversity Initiative, a collaboration between the Appraisal Institute, National Urban League, Fannie Mae and Freddie Mac aimed at attracting diverse entrants into the residential appraisal field.",
Community Relations,2021-jpmorgan-ESG,Our Firm is also providing mentors for trainees in the Appraiser Diversity Pipeline Initiative.,
Community Relations,2021-jpmorgan-ESG,"This initiative, led by the Appraisal Institute and Fannie Mae, is designed to attract new people in the field, help trainees overcome common barriers to entry and foster diversity.",
Community Relations,2021-jpmorgan-ESG,"The United Nations SDGs provide goals for all countries – developed and developing – to alleviate poverty and inequality, improve health and education and spur economic growth and employment, all while tackling climate change and working to preserve natural ecosystems.",
Community Relations,2021-jpmorgan-ESG,"Achieving these goals will require unprecedented levels of investment in community and economic development, particularly in emerging economies.",
Community Relations,2021-jpmorgan-ESG,Our Firm launched the JPM DFI in 2020 to mobilize capital towards sustainable development in emerging markets.,
Community Relations,2021-jpmorgan-ESG,"By assessing transactions with anticipated development impact, the JPM DFI seeks to expand the market for development finance and attract capital to transactions that offer both potential financial returns and advance the SDGs.",
Community Relations,2021-jpmorgan-ESG,"In 2021, the JPM DFI assessed transactions to have anticipated development impact for a total combined amount of $117 billion.",
Community Relations,2021-jpmorgan-ESG,"JPM DFI also acts as development finance structuring agent for a diverse set of corporate and sovereign transactions, which involves assisting clients to measure, manage and communicate the development impact of their transaction with investors and other stakeholders.",
Community Relations,2021-jpmorgan-ESG,"Access to relevant, useful and affordable financial services is a critical foundation for achieving financial stability.",
Community Relations,2021-jpmorgan-ESG,"However, nearly 7.1 million households in the U.S. are “unbanked” – meaning no one in the household has a checking or savings account – according to the FDIC.",
Community Relations,2021-jpmorgan-ESG,The FDIC found that not having sufficient money to meet minimum balance requirements was the most common reason households cited for being unbanked.,
Community Relations,2021-jpmorgan-ESG,"Additionally, access to financial services is not equally distributed: Black, Hispanic and Latino households represent 64% of the country’s unbanked, despite the fact that they make up only 32% of the U.S. population.",
Community Relations,2021-jpmorgan-ESG,"JPMorgan Chase is leveraging our reach and expertise to expand access to banking, develop products that meet the needs of low- and moderate-income consumers and provide financial health education and other resources and tools that help people become financially resilient and, ultimately, build wealth.",
Community Relations,2021-jpmorgan-ESG,"We are also supporting a federal wealth and savings agenda to pilot portable benefits, incentivizing savings policies to help families build emergency savings, and seeding baby bonds to build wealth.",
Community Relations,2021-jpmorgan-ESG,"As part of our Racial Equity Commitment (see page 21), we pledged to help one million consumers open low-cost checking or savings accounts over five years through expanded awareness of our Chase Secure BankingSM product.",
Community Relations,2021-jpmorgan-ESG,"Chase Secure BankingSM accounts have no overdraft fees and provide users with the benefits of being a Chase customer, like access to thousands of fee-free ATMs, free money orders and cashier’s checks, Chase’s mobile app and support from bankers in person or by phone.",
Community Relations,2021-jpmorgan-ESG,"Chase Secure BankingSM has been certified by Bank On for meeting the National Account Standards as a low-cost, low-fee account.",
Community Relations,2021-jpmorgan-ESG,"In the 12 months following our announcement of our Racial Equity Commitment in October 2020, we helped customers open more than 200,000 low-cost checking accounts with no overdraft fees.",
Community Relations,2021-jpmorgan-ESG,"All told, since its launch in 2019, Chase Secure BankingSM has been made available to 1.3 million accounts to help people access mainstream banking.",
Community Relations,2021-jpmorgan-ESG,"We continue to invest in our digital channels – including online and mobile banking – which are an important way for us to reach our customers and provide them access to our products and services, particularly during the COVID-19 pandemic.",
Community Relations,2021-jpmorgan-ESG,"At the same time, our bank branches are a key part of our strategy to expand access to banking services.",
Community Relations,2021-jpmorgan-ESG,The Firm has opened bank branches in all of the lower 48 states.,
Community Relations,2021-jpmorgan-ESG,"And, since January 2021, we have opened 47 out of 100 planned new branches in LMI communities, many within Black, Hispanic and Latino populations.",
Community Relations,2021-jpmorgan-ESG,"As of December 2021, approximately 27% of Chase branches in new markets are in LMI communities.",
Community Relations,2021-jpmorgan-ESG,"We have also committed to open 17 Community Center Branches, which offer additional resources for communities that have lacked access to traditional banking, and to hire more than 150 Community Managers (see page 48).",
Community Relations,2021-jpmorgan-ESG,"In addition, we are increasing marketing to reach more customers who are currently underserved, underbanked or unbanked.",
Community Relations,2021-jpmorgan-ESG,Our Firm provides affordable and scalable products and services that help our customers strengthen their financial health.,
Community Relations,2021-jpmorgan-ESG,"Our aim is to not only offer tools that help customers manage their daily lives, but also provide access to products and services that enable them to meet long-term goals and make wealth-building investments in areas like retirement savings, education, homeownership and growing a small business.",
Community Relations,2021-jpmorgan-ESG,"One tool we offer is Autosave, which allows customers to identify their savings goals and set up automatic transfers to fund them.",
Community Relations,2021-jpmorgan-ESG,Autosave helps build a saving habit by automating transfers from customers’ checking to their savings accounts and allowing them to monitor their progress through a savings dashboard.,
Community Relations,2021-jpmorgan-ESG,The number of customers enrolled in Autosave grew by 39% in 2021 to nearly 3.3 million.,
Community Relations,2021-jpmorgan-ESG,"On average, customers saved 47% more per month using Autosave in 2021 compared with the prior year.",
Community Relations,2021-jpmorgan-ESG,"Another tool we provide is Budget, which gives customers a simple way to create a monthly budget based on their income, recurring expenses and flexible spending.",
Community Relations,2021-jpmorgan-ESG,Budget then tracks all of their Chase credit and debit card spending so that they can stay on track and identify additional ways to save.,
Community Relations,2021-jpmorgan-ESG,"In addition, with Chase Credit JourneySM we help consumers – regardless of whether they are Chase customers – build, manage and repair their credit.",
Community Relations,2021-jpmorgan-ESG,"This free resource enables consumers to check their credit score and view their full credit report online, and also offers automatic alerts and a score simulator that demonstrates how certain actions can impact credit scores.",
Community Relations,2021-jpmorgan-ESG,"We provide information about these tools, as well as other information and tips to manage a budget, grow savings and build credit, on our online Financial Goals resource center.",
Community Relations,2021-jpmorgan-ESG,"In 2021, we launched a program to deliver financial health resources to HBCU students across the U.S.",
Community Relations,2021-jpmorgan-ESG,The program – called #BackToTheYard presented by Chase – is one part of our broader Firmwide strategy to help close the racial wealth gap by investing in the success of HBCU students and the institutional capacity of HBCUs.,
Community Relations,2021-jpmorgan-ESG,"Delivered through our Advancing Black Pathways initiative and initially launched at seven partner HBCUs, the program is designed to empower HBCU students to take charge of their financial health through education on topics such as budgeting, credit use and managing student expenses.",
Community Relations,2021-jpmorgan-ESG,We are also making available for all HBCUs a curated set of web-based resources on financial health and other topics.,
Community Relations,2021-jpmorgan-ESG,"Our aim is to deliver financial health education to 10,000 HBCU students annually.",
Community Relations,2021-jpmorgan-ESG,"In addition, our Firm has committed $1 million annually over five years to the Student Financial Hardship Fund.",
Community Relations,2021-jpmorgan-ESG,The money will be distributed by the United Negro College Fund and the Thurgood Marshall College Fund to students at HBCUs that need aid to stay in school.,
Community Relations,2021-jpmorgan-ESG,"We know that supporting students with emergency funds – to buy books, pay a security deposit or medical bill, address short-term food insecurity or meet other needs – helps them to continue their studies and graduate, which makes a profound impact on their long-term economic success.",
Community Relations,2021-jpmorgan-ESG,"As part of a five-year, $125 million commitment to improving financial health in underserved communities, JPMorgan Chase is working closely with community organizations to address the unique financial needs of people who too often get left behind, including low-income women, immigrants, people of color and the aging.",
Community Relations,2021-jpmorgan-ESG,"In 2021, for example, our Firm provided a $3 million low-cost loan to Capital Good Fund, a non-profit CDFI with a mission to create pathways out of poverty and advance a green economy through inclusive financial services.",
Community Relations,2021-jpmorgan-ESG,Capital Good Fund offers consumer loans as well as personalized financial and health coaching to families across multiple states.,
Community Relations,2021-jpmorgan-ESG,"Capital Good Fund issues loans for emergencies, immigration expenses, energy efficiency upgrades, residential solar installations and other personal expenses.",
Community Relations,2021-jpmorgan-ESG,Our loan will support Capital Good Fund's origination of consumer loans to low-to-moderate income households.,
Community Relations,2021-jpmorgan-ESG,"JPMorgan Chase is working to advance policy that expands access to banking, improves cash flow management, develops and strengthens access to credit and builds savings and wealth.",
Community Relations,2021-jpmorgan-ESG,"For example, we are engaging with regulators about ways to minimize the disproportionate impacts of overdraft fees on low- and moderate-income communities, advocating for flexibility in innovation around credit and liquidity solutions that are designed to protect consumers, and supporting policies around structural changes to public assistance programs.",
Community Relations,2021-jpmorgan-ESG,Our belief in structural solutions to wealth-building informs our support and advocacy of baby bonds and other wealth-building policies that address the racial wealth gap.,
Community Relations,2021-jpmorgan-ESG,"Across all these areas, we are sharing our Firm’s insights, data and experience about the unique challenges, and solutions that meet the needs of lowand moderate-income communities.",
Community Relations,2021-jpmorgan-ESG,Helping individuals strengthen their financial health and build long-term wealth begins with trust and access – which includes being able to walk down the street to the bank to deposit a paycheck or knowing where to get trusted financial advice or how and when to apply for a loan.,
Community Relations,2021-jpmorgan-ESG,"In underserved communities, this kind of access is too often missing.",
Community Relations,2021-jpmorgan-ESG,That’s where our Community Center branches come in.,
Community Relations,2021-jpmorgan-ESG,"Since October 2020, we have opened an additional 10 Community Center branches in LMI communities – bringing our total number to 12 – many of which are located in urban areas with Black, Hispanic and Latino populations.",
Community Relations,2021-jpmorgan-ESG,The majority were built with minority contractors as part of our effort to engage more diverse vendors (learn more on page 40).,
Community Relations,2021-jpmorgan-ESG,"At these branches, we are offering not only all our traditional banking services, but also collaborating with local organizations to offer free resources including homebuyer workshops, career and mentoring sessions and financial health seminars.",
Community Relations,2021-jpmorgan-ESG,"The branches also have space to host grassroots community events, small business pop-ups and more.",
Community Relations,2021-jpmorgan-ESG,"Since October 2020, we hired more than 100 Community Managers in underserved communities who serve as local ambassadors to build and nurture relationships with community leaders, nonprofit partners and small businesses.",
Community Relations,2021-jpmorgan-ESG,"Community Managers are dedicated to building trust with the community to offer guidance, expertise and provide accessible tools, resources and information related to financial health.",
Community Relations,2021-jpmorgan-ESG,"By the end of 2021, Community Managers hosted more than 1,300 Financial Health events with more than 36,000 people in attendance, and participated in more than 600 Community Service events.",
Community Relations,2021-Stanley Black & Decker-ESG,"2021 saw Stanley Black & Decker’s philanthropic focus broadening from the humanitarian crisis response triggered by the onset of the global pandemic to once again include a more proactive, strategic philanthropic program.",
Community Relations,2021-Stanley Black & Decker-ESG,We thoughtfully aligned our giving and community support to strategically advance our purpose and impact.,
Community Relations,2021-Stanley Black & Decker-ESG,"Our approach included empowering makers, advancing racial and gender equity with a focus on the workforce of the future, and engaging our employees as advocates and ambassadors.",
Community Relations,2021-Stanley Black & Decker-ESG,"In addition to providing financial support to deserving nonprofits and social programs, in 2021 we set aside tools with a retail value of over $2 million for donation to makerspaces, schools and disaster recovery efforts.",
Community Relations,2021-Stanley Black & Decker-ESG,"Our people continue to work as catalysts for needed change with organizations such as Habitat for Humanity, United Way, Boys and Girls Clubs and Easterseals.",
Community Relations,2021-Stanley Black & Decker-ESG,"To amplify the generosity of our people, Stanley Black & Decker matches dollar for dollar up to $20,000 per employee per year.",
Community Relations,2021-Stanley Black & Decker-ESG,"Our strategic philanthropy team partners with our DE&I team to identify and activate nonprofit engagements to drive change, with focus on inclusion and racial equity.",
Community Relations,2021-Stanley Black & Decker-ESG,Working with ERGs helps to ensure we are engaging with organizations that matter most to our employees.,
Community Relations,2021-Stanley Black & Decker-ESG,"This has led to scholarships at Historically Black Colleges & Universities (HBCUs) and focused initiatives with groups such as Out & Equal, Autism Speaks and A Better Chance.",
Community Relations,2021-Stanley Black & Decker-ESG,"Awarded $400,000 to 22 students at five target HBCUs through the Stanley Black & Decker Leadership Scholarship.",
Community Relations,2021-Stanley Black & Decker-ESG,"In the second year of the global pandemic, we maintained focus on relief, recovery and resilience, with additional efforts to support vaccination outreach.",
Community Relations,2021-Stanley Black & Decker-ESG,We joined Gavi’s international effort to improve vaccine availability and contributed to the Ad Council initiative to educate people on the importance and safety of vaccination.,
Community Relations,2021-Stanley Black & Decker-ESG,We streamlined our disaster response strategy for more rapid and efficient response to disasters as they occur.,
Community Relations,2021-Stanley Black & Decker-ESG,"Around the world, we have partnered with international and country-specific Red Cross organizations to assist with local needs.",
Community Relations,2021-Stanley Black & Decker-ESG,Joining the American Red Cross Disaster Relief Program allows us to participate in immediate response efforts.,
Community Relations,2021-Stanley Black & Decker-ESG,"We also expanded our relationship with ToolBank USA to assist with recovery from catastrophic events such as the tornadoes in Kentucky, Illinois and Tennessee, providing DeWALT and STANLEY tools at no cost to organizations and volunteers assisting with rebuilding efforts. We encourage employees who are able to donate to nonprofits supporting disaster recovery via our matching gifts program, where Stanley Black & Decker matches pledges dollar-for-dollar",
Community Relations,2021-Stanley Black & Decker-ESG,Our Helping Our Makers in Emergencies (HOME) Fund provides financial support to employees and their families in need.,
Community Relations,2021-Stanley Black & Decker-ESG,"Fortunately, we noted a marked decline in requests in 2021 compared to the prior year as the impact of the pandemic eased, yet the Fund stands ready to serve when needed.",
Community Relations,2021-Stanley Black & Decker-ESG,We initiated the HOME Fund’s Immediate Response Program to support the urgent needs of our employees in Kentucky and Tennessee who were impacted by the tornadoes in 2021.,
Community Relations,2021-Stanley Black & Decker-ESG,"We have worked for years with Greenlight For Girls and Girls for Technology to close the technology and engineering gender gap, encouraging STEAM (Science, Technology, Engineering, Arts, Math) education and making learning fun, and our new partnership with Girl Scouts USA will further extend these efforts.",
Community Relations,2021-Stanley Black & Decker-ESG,"Stanley Black & Decker also supports the United Nations’ #EqualEverywhere program as an active participant, raising awareness of the need to address gender parity around the world and make strides in supporting women and girls in STEAM careers.",
Community Relations,2021-Stanley Black & Decker-ESG,"Recently, in celebration of the International Girls Day, several of our ERGs (African Ancestry, Working Parents & Caregivers and Women’s Network) partnered with MetroKids Africa to support Engaging Minds in Uganda (EMU).",
Community Relations,2021-Stanley Black & Decker-ESG,EMU is a STEAM development initiative based at Grace Learning Center in Uganda focused on teacher training to enhance the education of 10- to 12-year-olds throughout the country,
Community Relations,2021-Stanley Black & Decker-ESG,Stanley Black & Decker commits to respect and support human rights in accordance with international standards and guidelines such as the Guiding Principles for Business and Human Rights and the Universal Declaration of Human Rights.,
Community Relations,2021-Stanley Black & Decker-ESG,We annually review and update our policies and commitments such as the Modern Slavery Act Statement and the SBD Human Right Policy Statement.,
Community Relations,2021-Stanley Black & Decker-ESG,We monitor and warrant our commitment to Human Rights with our internal due diligence process.,
Community Relations,2021-Stanley Black & Decker-ESG,We request each of our sites to complete a two-step human rights risk assessment on our EHS roadmap system.,
Community Relations,2021-Stanley Black & Decker-ESG,"This consists of acknowledging and confirming adherence to our Human Rights Policy Statement, and two risk assessments, one on individual (age, gender, disability, etc.) and one on situational (extreme weather, political landscape, etc.) risk to our employees’ human rights and equal opportunities based on the ISO 26000 standard.",
Community Relations,2021-Stanley Black & Decker-ESG,"Additionally, other standards (i.e., SA 8000) and surveys (i.e., EcoVadis, WCA, SMETA) are optionally used by local sites to satisfy our control mechanism.",
Community Relations,2021-Stanley Black & Decker-ESG,We successfully exceeded our target of 70% of all sites completing the human rights risk assessments.,
Community Relations,2021-Stanley Black & Decker-ESG,"In 2021, 79% of sites completed the risk assessment on the risk for the individual and 76% of sites completed the situational human rights risk assessment.",
Community Relations,2021-Stanley Black & Decker-ESG,The current process allows for a representative sample to determine the number of findings and mitigations.,
Community Relations,2021-Stanley Black & Decker-ESG,"n a sample (√N +1), 48% of sites noted improvement opportunities and derived mitigation action plans.",
Community Relations,2021-Stanley Black & Decker-ESG,The findings remediations are locally managed to closure.,
Community Relations,2021-Stanley Black & Decker-ESG,"Continuing to improve the process, we currently evaluate different methods/processes to monitor and analyze human rights due diligence centrally versus current local management, regarding our reporting on assessment/ audit numbers, quality, finding and mitigation actions.",
Community Relations,2021-Stanley Black & Decker-ESG,"Our Global Supply Management organization audits our suppliers to review their corporate social responsibility performance against the requirements of our Supplier Handbook including use of child labor, compensation, working conditions, forced and prison labor and basic worker/human rights.",
Community Relations,2021-Stanley Black & Decker-ESG,Their performance is graded on a traffic light basis so we can see where we need to focus any resource to help improve performance.,
Community Relations,2021-Stanley Black & Decker-ESG,"In 2021, we conducted 176 supplier sustainability audits, working with our suppliers to review their social responsibility performance, analyzing opportunities for improvement and helping implement action plans on a continuous improvement cycle.",
Community Relations,2021-Coca Cola-ESG,"The Coca-Cola Company’s policies and practices are aligned with the UN Guiding Principles on Business and Human Rights, which we have supported since their inception in 2011.",
Community Relations,2021-Coca Cola-ESG,"We work to embed respect for human rights across our system through a comprehensive framework of policies, stakeholder engagement, due diligence and remediation.",
Community Relations,2021-Coca Cola-ESG,Our Human Rights Policy captures the company’s overall commitment to human rights.,
Community Relations,2021-Coca Cola-ESG,"We extend these requirements contractually to suppliers through our Supplier Guiding Principles (SGP) and our Principles for Sustainable Agriculture (PSA), each setting clear and strict requirements for human rights.",
Community Relations,2021-Coca Cola-ESG,"See our Human Rights 2022 Overview for comprehensive disclosures of our human rights policies, governance, due diligence, access to remedy and grievance mechanisms.",
Community Relations,2021-Coca Cola-ESG,Our approach to stakeholder engagement is an ongoing dialogue that enables us to identify and address potential human rights issues proactively and collaboratively.,
Community Relations,2021-Coca Cola-ESG,"We partner with a wide range of stakeholders both within the Coca-Cola system and externally across the private, public, civil society and labor sectors, leading to continuous improvement in our work to respect human rights.",
Community Relations,2021-Coca Cola-ESG,"In line with the UN Guiding Principles, we carry out human rights due diligence across our value chain.",
Community Relations,2021-Coca Cola-ESG,We regularly assess our key human rights risks and ensure that we are taking steps to identify and address them.,
Community Relations,2021-Coca Cola-ESG,"We maintain an industry-leading global audit program of our own operations, as well as those of our bottling partners and Tier 1 suppliers, with over 38,000 human rights assessments conducted since 2003.",
Community Relations,2021-Coca Cola-ESG,We audit facilities using the same protocol in every market where our system and suppliers operate.,
Community Relations,2021-Coca Cola-ESG,"As of the end of 2021, 95% of our own operations, 93% of system bottlers and 92% of our Tier 1 suppliers complied with our rigorous SGP protocols.",
Community Relations,2021-Coca Cola-ESG,These audit results are reviewed by the ESG and Public Policy Committee of our Board of Directors on an annual basis.,
Community Relations,2021-Coca Cola-ESG,"Despite falling short of our ambitious goals due to the impact of COVID-19, these results show remarkable improvement across our value chain. We will continue to advance our human rights strategy and work.",
Community Relations,2021-Coca Cola-ESG,We have also worked to extend our supplier due diligence beyond Tier 1.,
Community Relations,2021-Coca Cola-ESG,"For instance, we collaborate with our Tier 1 ingredient suppliers to drive respect for human rights within their supply chain at the farm-level through our PSA program.",
Community Relations,2021-Coca Cola-ESG,And we have developed a due diligence module specifically tailored to the unique challenges of the informal waste collection sector and our World Without Waste initiative.,
Community Relations,2021-Coca Cola-ESG,More information on our due diligence program can be found in our Human Rights 2022 Overview.,
Community Relations,2021-Coca Cola-ESG,See additional performance indicators in the Data Appendix,
Community Relations,2021-Coca Cola-ESG,"In addition to compliance audits, our company supports bottling partner and supplier capacity building through in-person training sessions and the provision of human rights resources such as checklists, toolkits and guidelines. In 2021, we conducted bottler and supplier human rights-focused training attended by more than 1,500 participants.",
Community Relations,2021-Coca Cola-ESG,"The Coca-Cola Foundation, the independent philanthropic arm of The Coca-Cola Company, is committed to a charitable giving strategy that makes a difference in communities around the world.",
Community Relations,2021-Coca Cola-ESG,"In 2021, The Coca-Cola Foundation contributed $109.2 million to approximately 350 organizations globally",
Community Relations,2021-Coca Cola-ESG,"In 2021, our contributions included the creation of a $20 million fund to help stop the spread of COVID-19, including support for distribution of vaccines and personal protective equipment (PPE), public awareness campaigns and more— bringing the Foundation’s total pandemicfocused funding to more than $75 million over the last two years.",
Community Relations,2021-Coca Cola-ESG,"The $20 million “Stop the Spread” Fund awarded 63 grants to 56 nonprofit partners, benefiting 30 million people in 59 countries.",
Community Relations,2021-Coca Cola-ESG,Larger grants included $3.6 million to United Way of Mumbai to support vaccine distribution initiatives and public awareness campaigns in 22 districts across India and $5 million in funding to Project Last Mile to support vaccine rollouts in eight African countries.,
Community Relations,2021-Coca Cola-ESG,We remain committed to supporting communities in times of crisis.,
Community Relations,2021-Coca Cola-ESG,"In 2021, the Foundation provided more than $7 million in funding for natural disaster preparedness and relief—as well as other humanitarian aid efforts.",
Community Relations,2021-Coca Cola-ESG,"These donations supported 15 countries and included responses to earthquakes in Haiti and Croatia; flooding in Sudan, Canada, Germany, China and Belgium; tornados, winter storms and Hurricane Ida in the United States; wildfires in Turkey; a volcano in the Caribbean; a super typhoon in the Philippines; and the refugee crisis in Afghanistan.",
Community Relations,2021-Coca Cola-ESG,2.0% of operating income invested back into local communities from The Coca-Cola Company and The Coca-Cola Foundation in 2021—well above our annual goal of 1%1,
Community Relations,2021-Coca Cola-ESG,$1.4B+ DONATED by The Coca-Cola Foundation since its inception in 1984,
Community Relations,2021-Coca Cola-ESG,This percentage was calculated based on the company’s prior year operating income (excluding the Bottling Investments Group operating segment).,
Community Relations,2021-Coca Cola-ESG,"We continue to invest in the well-being of Atlanta, a city we’ve proudly called home for more than 135 years. In 2021, we awarded several major grants to organizations in our community:",
Community Relations,2021-Coca Cola-ESG,"$5 million to Children’s Healthcare of Atlanta— the largest and only freestanding pediatric healthcare system in Georgia—to create a behavioral and mental health system of care that will leverage early intervention to improve outcomes, reduce stigma and enhance access to prevention, diagnosis and treatment",
Community Relations,2021-Coca Cola-ESG,$2 million to the Robert W. Woodruff Arts Center for expansion of community access to the performing and visual arts and for support of professional development for diverse artists,
Community Relations,2021-Coca Cola-ESG,$2 million to the Atlanta BeltLine Partnership in support of green infrastructure projects at two parks,
Community Relations,2021-Coca Cola-ESG,$1 million to support scholarships at Morehouse College for students who are the first in their families to attend college,
